Reference
This Directive
This Directive
paragraph 1
This Directive
This Directive
This Directive
Directives 95/46/EC and 97/66/EC
This Directive
this Directive
Article 1(2) of Directive 98/34/EC
Directive 98/48/EC
Article 1(d) of Council Directive 89/48/EEC
Article 1(f) of Council Directive 92/51/EEC
Directive 89/48/EEC
Paragraphs 1 and 2
paragraph 2
point (i)
paragraph 1
paragraph 1
paragraph 4(b)
paragraph 1
Paragraph 1
Directive 97/13/EC
Article 22(1) of the sixth Council Directive 77/388/EEC
Directive 97/7/EC
Directive 97/66/EC
paragraph 1
paragraph 2
This Directive
paragraph 1
paragraph 2
paragraph 1
paragraph 2
paragraph 2(b)
paragraph 1
Paragraphs 1 and 2
Paragraph 1, first indent
paragraph 2
paragraph 1
This Article
This Article
Paragraph 1
This Article
Articles 12, 13 and 14
Articles 5 to 15
paragraph 1(a)
The Annex to Directive 98/27/EC
Directive 2000/31/EC
OJ L 178, 17.7.2000, p. 1
this Directive
this Directive
this Directive
this Directive
Articles 12 and 13
this Directive
paragraph 1
this Directive
This Directive
the Official Journal of the European Communities
This Directive
